season,round,driver,constructor,q1,q2,q3
2017,2,Ocon,Force India,1:35.496,,
2017,1,Hamilton,Mercedes,1:24.191,1:23.251,1:22.188
2017,1,Vettel,Ferrari,1:25.210,1:23.401,1:22.456
2017,1,Bottas,Mercedes,1:24.514,1:23.215,1:22.481
2017,1,Räikkönen,Ferrari,1:24.352,1:23.376,1:23.033
2017,1,Verstappen,Red Bull,1:24.482,1:24.092,1:23.485
2017,1,Grosjean,Haas F1 Team,1:25.419,1:24.718,1:24.074
2017,1,Massa,Williams,1:25.099,1:24.597,1:24.443
2017,1,Sainz,Toro Rosso,1:25.542,1:24.997,1:24.487
2017,1,Kvyat,Toro Rosso,1:25.970,1:24.864,1:24.512
2017,1,Ricciardo,Red Bull,1:25.383,1:23.989,
2017,1,Pérez,Force India,1:25.064,1:25.081,
2017,1,Hülkenberg,Renault,1:24.975,1:25.091,
2017,1,Alonso,McLaren,1:25.872,1:25.425,
2017,1,Ocon,Force India,1:26.009,1:25.568,
2017,1,Ericsson,Sauber,1:26.236,1:26.465,
2017,1,Giovinazzi,Sauber,1:26.419,,
2017,1,Magnussen,Haas F1 Team,1:26.847,,
2017,1,Vandoorne,McLaren,1:26.858,,
2017,1,Stroll,Williams,1:27.143,,
2017,1,Palmer,Renault,1:28.244,,
2017,4,Vettel,Ferrari,1:34.493,1:34.038,1:33.194
2017,4,Räikkönen,Ferrari,1:34.953,1:33.663,1:33.253
2017,4,Bottas,Mercedes,1:34.041,1:33.264,1:33.289
2017,4,Hamilton,Mercedes,1:34.409,1:33.760,1:33.767
2017,4,Ricciardo,Red Bull,1:35.560,1:35.483,1:34.905
2017,4,Massa,Williams,1:35.828,1:35.049,1:35.110
2017,4,Verstappen,Red Bull,1:35.301,1:35.221,1:35.161
2017,4,Hülkenberg,Renault,1:35.507,1:35.328,1:35.285
2017,4,Pérez,Force India,1:36.185,1:35.513,1:35.337
2017,4,Ocon,Force India,1:35.372,1:35.729,1:35.430
2017,4,Sainz,Toro Rosso,1:35.827,1:35.948,
2017,4,Stroll,Williams,1:36.279,1:35.964,
2017,4,Kvyat,Toro Rosso,1:35.984,1:35.968,
2017,4,Magnussen,Haas F1 Team,1:36.408,1:36.017,
2017,4,Alonso,McLaren,1:36.353,1:36.660,
2017,4,Palmer,Renault,1:36.462,,
2017,4,Vandoorne,McLaren,1:37.070,,
2017,4,Wehrlein,Sauber,1:37.332,,
2017,4,Ericsson,Sauber,1:37.507,,
2017,4,Grosjean,Haas F1 Team,1:37.620,,
2017,6,Räikkönen,Ferrari,1:13.117,1:12.231,1:12.178
2017,6,Vettel,Ferrari,1:13.090,1:12.449,1:12.221
2017,6,Bottas,Mercedes,1:13.325,1:12.901,1:12.223
2017,6,Verstappen,Red Bull,1:13.078,1:12.697,1:12.496
2017,6,Ricciardo,Red Bull,1:13.219,1:13.011,1:12.998
2017,6,Sainz,Toro Rosso,1:13.526,1:13.397,1:13.162
2017,6,Pérez,Force India,1:13.530,1:13.430,1:13.329
2017,6,Grosjean,Haas F1 Team,1:13.786,1:13.203,1:13.349
2017,6,Button,McLaren,1:13.723,1:13.453,1:13.613
2017,6,Vandoorne,McLaren,1:13.476,1:13.249,
2017,6,Kvyat,Toro Rosso,1:13.899,1:13.516,
2017,6,Hülkenberg,Renault,1:13.787,1:13.628,
2017,6,Magnussen,Haas F1 Team,1:13.531,1:13.959,
2017,6,Hamilton,Mercedes,1:13.640,1:14.106,
2017,6,Massa,Williams,1:13.796,1:20.529,
2017,6,Ocon,Force India,1:14.101,,
2017,6,Palmer,Renault,1:14.696,,
2017,6,Stroll,Williams,1:14.893,,
2017,6,Wehrlein,Sauber,1:15.159,,
2017,6,Ericsson,Sauber,1:15.276,,
2017,5,Hamilton,Mercedes,1:20.511,1:20.210,1:19.149
2017,5,Vettel,Ferrari,1:20.939,1:20.295,1:19.200
2017,5,Bottas,Mercedes,1:20.991,1:20.300,1:19.373
2017,5,Räikkönen,Ferrari,1:20.742,1:20.621,1:19.439
2017,5,Verstappen,Red Bull,1:21.430,1:20.722,1:19.706
2017,5,Ricciardo,Red Bull,1:21.704,1:20.855,1:20.175
2017,5,Alonso,McLaren,1:22.015,1:21.251,1:21.048
2017,5,Pérez,Force India,1:21.998,1:21.239,1:21.070
2017,5,Massa,Williams,1:22.138,1:21.222,1:21.232
2017,5,Ocon,Force India,1:21.901,1:21.148,1:21.272
2017,5,Magnussen,Haas F1 Team,1:21.945,1:21.329,
2017,5,Sainz,Toro Rosso,1:21.941,1:21.371,
2017,5,Hülkenberg,Renault,1:22.091,1:21.397,
2017,5,Grosjean,Haas F1 Team,1:21.822,1:21.517,
2017,5,Wehrlein,Sauber,1:22.327,1:21.803,
2017,5,Ericsson,Sauber,1:22.332,,
2017,5,Palmer,Renault,1:22.401,,
2017,5,Stroll,Williams,1:22.411,,
2017,5,Vandoorne,McLaren,1:22.532,,
2017,5,Kvyat,Toro Rosso,1:22.746,,
2017,7,Hamilton,Mercedes,1:12.692,1:12.496,1:11.459
2017,7,Vettel,Ferrari,1:13.046,1:12.749,1:11.789
2017,7,Bottas,Mercedes,1:12.685,1:12.563,1:12.177
2017,7,Räikkönen,Ferrari,1:13.548,1:12.580,1:12.252
2017,7,Verstappen,Red Bull,1:13.177,1:12.751,1:12.403
2017,7,Ricciardo,Red Bull,1:13.543,1:12.810,1:12.557
2017,7,Massa,Williams,1:13.435,1:13.012,1:12.858
2017,7,Pérez,Force India,1:13.470,1:13.262,1:13.018
2017,7,Ocon,Force India,1:13.520,1:13.320,1:13.135
2017,7,Hülkenberg,Renault,1:13.804,1:13.406,1:13.271
2017,7,Kvyat,Toro Rosso,1:13.802,1:13.690,
2017,7,Alonso,McLaren,1:13.669,1:13.693,
2017,7,Sainz,Toro Rosso,1:14.051,1:13.756,
2017,7,Grosjean,Haas F1 Team,1:13.780,1:13.839,
2017,7,Palmer,Renault,1:13.990,1:14.293,
2017,7,Vandoorne,McLaren,1:14.182,,
2017,7,Stroll,Williams,1:14.209,,
2017,7,Magnussen,Haas F1 Team,1:14.318,,
2017,7,Ericsson,Sauber,1:14.495,,
2017,7,Wehrlein,Sauber,1:14.810,,
2017,8,Hamilton,Mercedes,1:41.983,1:41.275,1:40.593
2017,8,Bottas,Mercedes,1:43.026,1:41.502,1:41.027
2017,8,Räikkönen,Ferrari,1:42.678,1:42.090,1:41.693
2017,8,Vettel,Ferrari,1:42.952,1:41.911,1:41.841
2017,8,Verstappen,Red Bull,1:42.544,1:41.961,1:41.879
2017,8,Pérez,Force India,1:43.162,1:42.467,1:42.111
2017,8,Ocon,Force India,1:43.051,1:42.751,1:42.186
2017,8,Stroll,Williams,1:43.613,1:42.284,1:42.753
2017,8,Massa,Williams,1:43.165,1:42.735,1:42.798
2017,8,Ricciardo,Red Bull,1:42.857,1:42.215,1:43.414
2017,8,Kvyat,Toro Rosso,1:42.927,1:43.186,
2017,8,Sainz,Toro Rosso,1:43.489,1:43.347,
2017,8,Magnussen,Haas F1 Team,1:44.029,1:43.796,
2017,8,Hülkenberg,Renault,1:43.930,1:44.267,
2017,8,Wehrlein,Sauber,1:44.317,1:44.603,
2017,8,Alonso,McLaren,1:44.334,,
2017,8,Grosjean,Haas F1 Team,1:44.468,,
2017,8,Ericsson,Sauber,1:44.795,,
2017,8,Vandoorne,McLaren,1:45.030,,
2017,9,Bottas,Mercedes,1:05.760,1:04.316,1:04.251
2017,9,Vettel,Ferrari,1:05.585,1:04.772,1:04.293
2017,9,Hamilton,Mercedes,1:05.064,1:04.800,1:04.424
2017,9,Räikkönen,Ferrari,1:05.148,1:05.004,1:04.779
2017,9,Ricciardo,Red Bull,1:05.854,1:05.161,1:04.896
2017,9,Verstappen,Red Bull,1:05.779,1:04.948,1:04.983
2017,9,Grosjean,Haas F1 Team,1:05.902,1:05.319,1:05.480
2017,9,Pérez,Force India,1:05.975,1:05.435,1:05.605
2017,9,Ocon,Force India,1:06.033,1:05.550,1:05.674
2017,9,Sainz,Toro Rosso,1:05.675,1:05.544,1:05.726
2017,9,Hülkenberg,Renault,1:06.174,1:05.597,
2017,9,Alonso,McLaren,1:06.158,1:05.602,
2017,9,Vandoorne,McLaren,1:06.316,1:05.741,
2017,9,Kvyat,Toro Rosso,1:05.990,1:05.884,
2017,9,Magnussen,Haas F1 Team,1:06.143,,
2017,9,Palmer,Renault,1:06.345,,
2017,9,Massa,Williams,1:06.534,,
2017,9,Stroll,Williams,1:06.608,,
2017,9,Ericsson,Sauber,1:06.857,,
2017,9,Wehrlein,Sauber,1:07.011,,
2017,10,Hamilton,Mercedes,1:39.069,1:27.893,1:26.600
2017,10,Räikkönen,Ferrari,1:40.455,1:28.992,1:27.147
2017,10,Vettel,Ferrari,1:39.962,1:28.978,1:27.356
2017,10,Bottas,Mercedes,1:39.698,1:28.732,1:27.376
2017,10,Verstappen,Red Bull,1:38.912,1:29.431,1:28.130
2017,10,Hülkenberg,Renault,1:39.201,1:29.340,1:28.856
2017,10,Pérez,Force India,1:42.009,1:29.824,1:28.902
2017,10,Ocon,Force India,1:39.738,1:29.701,1:29.074
2017,10,Vandoorne,McLaren,1:40.011,1:30.105,1:29.418
2017,10,Grosjean,Haas F1 Team,1:42.042,1:29.966,1:29.549
2017,10,Palmer,Renault,1:41.404,1:30.193,
2017,10,Kvyat,Toro Rosso,1:41.726,1:30.355,
2017,10,Alonso,McLaren,1:37.598,1:30.600,
2017,10,Sainz,Toro Rosso,1:41.114,1:31.368,
2017,10,Massa,Williams,1:41.874,1:31.482,
2017,10,Stroll,Williams,1:42.573,,
2017,10,Magnussen,Haas F1 Team,1:42.577,,
2017,10,Wehrlein,Sauber,1:42.593,,
2017,10,Ericsson,Sauber,1:42.633,,
2017,10,Ricciardo,Red Bull,1:42.966,,
2017,11,Vettel,Ferrari,1:17.244,1:16.802,1:16.276
2017,11,Räikkönen,Ferrari,1:17.364,1:17.207,1:16.444
2017,11,Bottas,Mercedes,1:18.058,1:17.362,1:16.530
2017,11,Hamilton,Mercedes,1:17.492,1:16.693,1:16.707
2017,11,Verstappen,Red Bull,1:17.266,1:17.028,1:16.797
2017,11,Ricciardo,Red Bull,1:17.702,1:17.698,1:16.818
2017,11,Hülkenberg,Renault,1:18.137,1:17.655,1:17.468
2017,11,Alonso,McLaren,1:18.395,1:17.919,1:17.549
2017,11,Vandoorne,McLaren,1:18.479,1:18.000,1:17.894
2017,11,Sainz,Toro Rosso,1:18.948,1:18.311,1:18.912
2017,11,Palmer,Renault,1:18.699,1:18.415,
2017,11,Ocon,Force India,1:18.843,1:18.495,
2017,11,Kvyat,Toro Rosso,1:18.702,1:18.538,
2017,11,Pérez,Force India,1:19.095,1:18.639,
2017,11,Grosjean,Haas F1 Team,1:19.085,1:18.771,
2017,11,Magnussen,Haas F1 Team,1:19.095,,
2017,11,Stroll,Williams,1:19.102,,
2017,11,Wehrlein,Sauber,1:19.839,,
2017,11,di Resta,Williams,1:19.868,,
2017,11,Ericsson,Sauber,1:19.972,,
2017,12,Hamilton,Mercedes,1:44.184,1:42.927,1:42.553
2017,12,Vettel,Ferrari,1:44.275,1:43.987,1:42.795
2017,12,Bottas,Mercedes,1:44.773,1:43.249,1:43.094
2017,12,Räikkönen,Ferrari,1:44.729,1:43.700,1:43.270
2017,12,Verstappen,Red Bull,1:44.535,1:43.940,1:43.380
2017,12,Ricciardo,Red Bull,1:45.114,1:44.224,1:43.863
2017,12,Hülkenberg,Renault,1:45.280,1:44.988,1:44.982
2017,12,Pérez,Force India,1:45.591,1:44.894,1:45.244
2017,12,Ocon,Force India,1:45.277,1:45.006,1:45.369
2017,12,Palmer,Renault,1:45.447,1:44.685,
2017,12,Alonso,McLaren,1:45.668,1:45.090,
2017,12,Grosjean,Haas F1 Team,1:45.728,1:45.133,
2017,12,Magnussen,Haas F1 Team,1:45.535,1:45.400,
2017,12,Sainz,Toro Rosso,1:45.374,1:45.439,
2017,12,Vandoorne,McLaren,1:45.441,,
2017,12,Massa,Williams,1:45.823,,
2017,12,Kvyat,Toro Rosso,1:46.028,,
2017,12,Stroll,Williams,1:46.915,,
2017,12,Ericsson,Sauber,1:47.214,,
2017,12,Wehrlein,Sauber,1:47.679,,
2017,13,Hamilton,Mercedes,1:36.009,1:34.660,1:35.554
2017,13,Verstappen,Red Bull,1:37.344,1:36.113,1:36.702
2017,13,Ricciardo,Red Bull,1:38.304,1:37.313,1:36.841
2017,13,Stroll,Williams,1:37.653,1:37.002,1:37.032
2017,13,Ocon,Force India,1:38.775,1:37.580,1:37.719
2017,13,Bottas,Mercedes,1:35.716,1:35.396,1:37.833
2017,13,Räikkönen,Ferrari,1:38.235,1:37.031,1:37.987
2017,13,Vettel,Ferrari,1:37.198,1:36.223,1:38.064
2017,13,Massa,Williams,1:38.338,1:37.456,1:38.251
2017,13,Vandoorne,McLaren,1:38.767,1:37.471,1:39.157
2017,13,Pérez,Force India,1:38.511,1:37.582,
2017,13,Hülkenberg,Renault,1:39.242,1:38.059,
2017,13,Alonso,McLaren,1:39.134,1:38.202,
2017,13,Kvyat,Toro Rosso,1:39.183,1:38.245,
2017,13,Sainz,Toro Rosso,1:39.788,1:38.526,
2017,13,Magnussen,Haas F1 Team,1:40.489,,
2017,13,Palmer,Renault,1:40.646,,
2017,13,Ericsson,Sauber,1:41.732,,
2017,13,Wehrlein,Sauber,1:41.875,,
2017,13,Grosjean,Haas F1 Team,1:43.355,,
2017,14,Vettel,Ferrari,1:43.336,1:40.529,1:39.491
2017,14,Verstappen,Red Bull,1:42.010,1:40.332,1:39.814
2017,14,Ricciardo,Red Bull,1:42.063,1:40.385,1:39.840
2017,14,Räikkönen,Ferrari,1:43.328,1:40.525,1:40.069
2017,14,Hamilton,Mercedes,1:42.455,1:40.577,1:40.126
2017,14,Bottas,Mercedes,1:43.137,1:41.409,1:40.810
2017,14,Hülkenberg,Renault,1:42.586,1:41.277,1:41.013
2017,14,Alonso,McLaren,1:42.086,1:41.442,1:41.179
2017,14,Vandoorne,McLaren,1:42.222,1:41.227,1:41.398
2017,14,Sainz,Toro Rosso,1:42.176,1:41.826,1:42.056
2017,14,Palmer,Renault,1:42.472,1:42.107,
2017,14,Pérez,Force India,1:43.594,1:42.246,
2017,14,Kvyat,Toro Rosso,1:42.544,1:42.338,
2017,14,Ocon,Force India,1:43.626,1:42.760,
2017,14,Grosjean,Haas F1 Team,1:43.627,1:43.883,
2017,14,Magnussen,Haas F1 Team,1:43.756,,
2017,14,Massa,Williams,1:44.014,,
2017,14,Stroll,Williams,1:44.728,,
2017,14,Wehrlein,Sauber,1:45.059,,
2017,14,Ericsson,Sauber,1:45.570,,
2017,15,Hamilton,Mercedes,1:31.605,1:30.977,1:30.076
2017,15,Räikkönen,Ferrari,1:32.259,1:30.926,1:30.121
2017,15,Verstappen,Red Bull,1:31.920,1:30.931,1:30.541
2017,15,Ricciardo,Red Bull,1:32.416,1:31.061,1:30.595
2017,15,Bottas,Mercedes,1:32.254,1:30.803,1:30.758
2017,15,Ocon,Force India,1:32.527,1:31.651,1:31.478
2017,15,Vandoorne,McLaren,1:32.838,1:31.848,1:31.582
2017,15,Hülkenberg,Renault,1:32.586,1:31.778,1:31.607
2017,15,Pérez,Force India,1:32.768,1:31.484,1:31.658
2017,15,Alonso,McLaren,1:33.049,1:32.010,1:31.704
2017,15,Massa,Williams,1:32.267,1:32.034,
2017,15,Palmer,Renault,1:32.576,1:32.100,
2017,15,Stroll,Williams,1:33.000,1:32.307,
2017,15,Sainz,Toro Rosso,1:32.650,1:32.402,
2017,15,Gasly,Toro Rosso,1:32.547,1:32.558,
2017,15,Grosjean,Haas F1 Team,1:33.308,,
2017,15,Magnussen,Haas F1 Team,1:33.434,,
2017,15,Wehrlein,Sauber,1:33.483,,
2017,15,Ericsson,Sauber,1:33.970,,
2017,15,Vettel,Ferrari,,,
2017,16,Hamilton,Mercedes,1:29.047,1:27.819,1:27.319
2017,16,Bottas,Mercedes,1:29.332,1:28.543,1:27.651
2017,16,Vettel,Ferrari,1:29.352,1:28.225,1:27.791
2017,16,Ricciardo,Red Bull,1:29.475,1:28.935,1:28.306
2017,16,Verstappen,Red Bull,1:29.181,1:28.747,1:28.332
2017,16,Räikkönen,Ferrari,1:29.163,1:29.079,1:28.498
2017,16,Ocon,Force India,1:30.115,1:29.199,1:29.111
2017,16,Pérez,Force India,1:29.696,1:29.343,1:29.260
2017,16,Massa,Williams,1:30.352,1:29.687,1:29.480
2017,16,Alonso,McLaren,1:30.525,1:29.749,1:30.687
2017,16,Vandoorne,McLaren,1:30.654,1:29.778,
2017,16,Hülkenberg,Renault,1:30.252,1:29.879,
2017,16,Magnussen,Haas F1 Team,1:30.774,1:29.972,
2017,16,Palmer,Renault,1:30.516,1:30.022,
2017,16,Sainz,Toro Rosso,1:30.565,1:30.413,
2017,16,Grosjean,Haas F1 Team,1:30.849,,
2017,16,Gasly,Toro Rosso,1:31.317,,
2017,16,Stroll,Williams,1:31.409,,
2017,16,Ericsson,Sauber,1:31.597,,
2017,16,Wehrlein,Sauber,1:31.885,,
2017,18,Vettel,Ferrari,1:17.665,1:16.870,1:16.488
2017,18,Verstappen,Red Bull,1:17.630,1:16.524,1:16.574
2017,18,Hamilton,Mercedes,1:17.518,1:17.035,1:16.934
2017,18,Bottas,Mercedes,1:17.578,1:17.161,1:16.958
2017,18,Räikkönen,Ferrari,1:18.148,1:17.534,1:17.238
2017,18,Ocon,Force India,1:18.336,1:17.827,1:17.437
2017,18,Ricciardo,Red Bull,1:18.208,1:17.631,1:17.447
2017,18,Hülkenberg,Renault,1:18.322,1:17.792,1:17.466
2017,18,Sainz,Renault,1:18.405,1:17.753,1:17.794
2017,18,Pérez,Force India,1:18.020,1:17.868,1:17.807
2017,18,Massa,Williams,1:18.570,1:18.099,
2017,18,Stroll,Williams,1:18.902,1:19.159,
2017,18,Hartley,Toro Rosso,1:18.683,,
2017,18,Alonso,McLaren,1:17.710,,
2017,18,Vandoorne,McLaren,1:18.578,,
2017,18,Ericsson,Sauber,1:19.176,,
2017,18,Wehrlein,Sauber,1:19.333,,
2017,18,Magnussen,Haas F1 Team,1:19.443,,
2017,18,Grosjean,Haas F1 Team,1:19.473,,
2017,19,Bottas,Mercedes,1:09.452,1:08.638,1:08.322
2017,19,Vettel,Ferrari,1:09.643,1:08.494,1:08.360
2017,19,Räikkönen,Ferrari,1:09.405,1:09.116,1:08.538
2017,19,Verstappen,Red Bull,1:09.820,1:09.050,1:08.925
2017,19,Ricciardo,Red Bull,1:09.828,1:09.533,1:09.330
2017,19,Pérez,Force India,1:10.145,1:09.760,1:09.598
2017,19,Alonso,McLaren,1:10.172,1:09.593,1:09.617
2017,19,Hülkenberg,Renault,1:10.078,1:09.726,1:09.703
2017,19,Sainz,Renault,1:10.227,1:09.768,1:09.805
2017,19,Massa,Williams,1:09.789,1:09.612,1:09.841
2017,19,Ocon,Force India,1:10.168,1:09.830,
2017,19,Grosjean,Haas F1 Team,1:10.148,1:09.879,
2017,19,Vandoorne,McLaren,1:10.286,1:10.116,
2017,19,Magnussen,Haas F1 Team,1:10.521,1:10.154,
2017,19,Hartley,Toro Rosso,1:10.625,,
2017,19,Wehrlein,Sauber,1:10.678,,
2017,19,Gasly,Toro Rosso,1:10.686,,
2017,19,Stroll,Williams,1:10.776,,
2017,19,Ericsson,Sauber,1:10.875,,
2017,19,Hamilton,Mercedes,,,
2017,17,Hamilton,Mercedes,1:34.822,1:33.437,1:33.108
2017,17,Vettel,Ferrari,1:35.420,1:34.103,1:33.347
2017,17,Bottas,Mercedes,1:35.309,1:33.769,1:33.568
2017,17,Ricciardo,Red Bull,1:35.991,1:34.495,1:33.577
2017,17,Räikkönen,Ferrari,1:35.649,1:33.840,1:33.577
2017,17,Verstappen,Red Bull,1:34.899,1:34.716,1:33.658
2017,17,Ocon,Force India,1:35.849,1:35.113,1:34.647
2017,17,Sainz,Renault,1:35.517,1:34.899,1:34.852
2017,17,Alonso,McLaren,1:35.712,1:35.046,1:35.007
2017,17,Pérez,Force India,1:36.358,1:34.789,1:35.148
2017,17,Massa,Williams,1:35.603,1:35.155,
2017,17,Kvyat,Toro Rosso,1:36.073,1:35.529,
2017,17,Vandoorne,McLaren,1:36.286,1:35.641,
2017,17,Grosjean,Haas F1 Team,1:36.835,1:35.870,
2017,17,Hülkenberg,Renault,1:35.740,,
2017,17,Ericsson,Sauber,1:36.842,,
2017,17,Stroll,Williams,1:36.868,,
2017,17,Hartley,Toro Rosso,1:36.889,,
2017,17,Wehrlein,Sauber,1:37.179,,
2017,17,Magnussen,Haas F1 Team,1:37.394,,
2017,20,Bottas,Mercedes,1:37.356,1:36.822,1:36.231
2017,20,Hamilton,Mercedes,1:37.391,1:36.742,1:36.403
2017,20,Vettel,Ferrari,1:37.817,1:37.023,1:36.777
2017,20,Ricciardo,Red Bull,1:38.016,1:37.583,1:36.959
2017,20,Räikkönen,Ferrari,1:37.453,1:37.302,1:36.985
2017,20,Verstappen,Red Bull,1:38.021,1:37.777,1:37.328
2017,20,Hülkenberg,Renault,1:38.781,1:38.138,1:38.282
2017,20,Pérez,Force India,1:38.601,1:38.359,1:38.374
2017,20,Ocon,Force India,1:38.896,1:38.392,1:38.397
2017,20,Massa,Williams,1:38.629,1:38.565,1:38.550
2017,20,Alonso,McLaren,1:38.820,1:38.636,
2017,20,Sainz,Renault,1:38.810,1:38.725,
2017,20,Vandoorne,McLaren,1:38.777,1:38.808,
2017,20,Magnussen,Haas F1 Team,1:39.395,1:39.298,
2017,20,Stroll,Williams,1:39.503,1:39.646,
2017,20,Grosjean,Haas F1 Team,1:39.516,,
2017,20,Gasly,Toro Rosso,1:39.724,,
2017,20,Wehrlein,Sauber,1:39.930,,
2017,20,Ericsson,Sauber,1:39.994,,
2017,20,Hartley,Toro Rosso,1:40.471,,
2018,1,Hamilton,Mercedes,1:22.824,1:22.051,1:21.164
2018,1,Räikkönen,Ferrari,1:23.096,1:22.507,1:21.828
2018,1,Vettel,Ferrari,1:23.348,1:21.944,1:21.838
2018,1,Verstappen,Red Bull,1:23.483,1:22.416,1:21.879
2018,1,Ricciardo,Red Bull,1:23.494,1:22.897,1:22.152
2018,1,Magnussen,Haas F1 Team,1:23.909,1:23.300,1:23.187
2018,1,Grosjean,Haas F1 Team,1:23.671,1:23.468,1:23.339
2018,1,Hülkenberg,Renault,1:23.782,1:23.544,1:23.532
2018,1,Sainz,Renault,1:23.529,1:23.061,1:23.577
2018,1,Bottas,Mercedes,1:23.686,1:22.089,
2018,1,Alonso,McLaren,1:23.597,1:23.692,
2018,1,Vandoorne,McLaren,1:24.073,1:23.853,
2018,1,Pérez,Force India,1:24.344,1:24.005,
2018,1,Stroll,Williams,1:24.464,1:24.230,
2018,1,Ocon,Force India,1:24.503,1:24.786,
2018,1,Hartley,Toro Rosso,1:24.532,,
2018,1,Ericsson,Sauber,1:24.556,,
2018,1,Leclerc,Sauber,1:24.636,,
2018,1,Sirotkin,Williams,1:24.922,,
2018,1,Gasly,Toro Rosso,1:25.295,,
2018,2,Vettel,Ferrari,1:29.060,1:28.341,1:27.958
2018,2,Räikkönen,Ferrari,1:28.951,1:28.515,1:28.101
2018,2,Bottas,Mercedes,1:29.275,1:28.794,1:28.124
2018,2,Hamilton,Mercedes,1:29.396,1:28.458,1:28.220
2018,2,Ricciardo,Red Bull,1:29.552,1:28.962,1:28.398
2018,2,Gasly,Toro Rosso,1:30.121,1:29.836,1:29.329
2018,2,Magnussen,Haas F1 Team,1:29.594,1:29.623,1:29.358
2018,2,Hülkenberg,Renault,1:30.260,1:29.187,1:29.570
2018,2,Ocon,Force India,1:30.338,1:30.009,1:29.874
2018,2,Sainz,Renault,1:29.893,1:29.802,1:29.986
2018,2,Hartley,Toro Rosso,1:30.412,1:30.105,
2018,2,Pérez,Force India,1:30.218,1:30.156,
2018,2,Alonso,McLaren,1:30.530,1:30.212,
2018,2,Vandoorne,McLaren,1:30.479,1:30.525,
2018,2,Verstappen,Red Bull,1:29.374,,
2018,2,Grosjean,Haas F1 Team,1:30.530,,
2018,2,Ericsson,Sauber,1:31.063,,
2018,2,Sirotkin,Williams,1:31.414,,
2018,2,Leclerc,Sauber,1:31.420,,
2018,2,Stroll,Williams,1:31.503,,
2018,4,Vettel,Ferrari,1:42.762,1:43.015,1:41.498
2018,4,Hamilton,Mercedes,1:42.693,1:42.676,1:41.677
2018,4,Bottas,Mercedes,1:43.355,1:42.679,1:41.837
2018,4,Ricciardo,Red Bull,1:42.857,1:43.482,1:41.911
2018,4,Verstappen,Red Bull,1:42.642,1:42.901,1:41.994
2018,4,Räikkönen,Ferrari,1:42.538,1:42.510,1:42.490
2018,4,Ocon,Force India,1:43.021,1:42.967,1:42.523
2018,4,Pérez,Force India,1:43.992,1:43.366,1:42.547
2018,4,Hülkenberg,Renault,1:43.746,1:43.232,1:43.066
2018,4,Sainz,Renault,1:43.426,1:43.464,1:43.351
2018,4,Stroll,Williams,1:44.359,1:43.585,
2018,4,Sirotkin,Williams,1:44.261,1:43.886,
2018,4,Alonso,McLaren,1:44.010,1:44.019,
2018,4,Leclerc,Sauber,1:43.752,1:44.074,
2018,4,Magnussen,Haas F1 Team,1:43.674,1:44.759,
2018,4,Vandoorne,McLaren,1:44.489,,
2018,4,Gasly,Toro Rosso,1:44.496,,
2018,4,Ericsson,Sauber,1:45.541,,
2018,4,Hartley,Toro Rosso,1:57.354,,
2018,4,Grosjean,Haas F1 Team,,,
2018,5,Hamilton,Mercedes,1:17.633,1:17.166,1:16.173
2018,5,Bottas,Mercedes,1:17.674,1:17.111,1:16.213
2018,5,Vettel,Ferrari,1:17.031,1:16.802,1:16.305
2018,5,Räikkönen,Ferrari,1:17.483,1:17.071,1:16.612
2018,5,Verstappen,Red Bull,1:17.411,1:17.266,1:16.816
2018,5,Ricciardo,Red Bull,1:17.623,1:17.638,1:16.818
2018,5,Magnussen,Haas F1 Team,1:18.169,1:17.618,1:17.676
2018,5,Alonso,McLaren,1:18.276,1:18.100,1:17.721
2018,5,Sainz,Renault,1:18.480,1:17.803,1:17.790
2018,5,Grosjean,Haas F1 Team,1:18.305,1:17.699,1:17.835
2018,5,Vandoorne,McLaren,1:18.885,1:18.323,
2018,5,Gasly,Toro Rosso,1:18.550,1:18.463,
2018,5,Ocon,Force India,1:18.813,1:18.696,
2018,5,Leclerc,Sauber,1:18.661,1:18.910,
2018,5,Pérez,Force India,1:18.740,1:19.098,
2018,5,Hülkenberg,Renault,1:18.923,,
2018,5,Ericsson,Sauber,1:19.493,,
2018,5,Sirotkin,Williams,1:19.695,,
2018,5,Stroll,Williams,1:20.225,,
2018,5,Hartley,Toro Rosso,,,
2018,3,Vettel,Ferrari,1:32.171,1:32.385,1:31.095
2018,3,Räikkönen,Ferrari,1:32.474,1:32.286,1:31.182
2018,3,Bottas,Mercedes,1:32.921,1:32.063,1:31.625
2018,3,Hamilton,Mercedes,1:33.283,1:31.914,1:31.675
2018,3,Verstappen,Red Bull,1:32.932,1:32.809,1:31.796
2018,3,Ricciardo,Red Bull,1:33.877,1:32.688,1:31.948
2018,3,Hülkenberg,Renault,1:33.545,1:32.494,1:32.532
2018,3,Pérez,Force India,1:33.464,1:32.931,1:32.758
2018,3,Sainz,Renault,1:33.315,1:32.970,1:32.819
2018,3,Grosjean,Haas F1 Team,1:33.238,1:32.524,1:32.855
2018,3,Magnussen,Haas F1 Team,1:33.359,1:32.986,
2018,3,Ocon,Force India,1:33.585,1:33.057,
2018,3,Alonso,McLaren,1:33.428,1:33.232,
2018,3,Vandoorne,McLaren,1:33.824,1:33.505,
2018,3,Hartley,Toro Rosso,1:34.013,1:33.795,
2018,3,Sirotkin,Williams,1:34.062,,
2018,3,Gasly,Toro Rosso,1:34.101,,
