season,round,driver,constructor,position,points
2013,9,Ricciardo,Toro Rosso,12,0
2013,9,Sutil,Force India,13,0
2013,9,Gutiérrez,Sauber,14,0
2013,9,Maldonado,Williams,15,0
2013,9,Bottas,Williams,16,0
2013,9,Pic,Caterham,17,0
2013,9,van der Garde,Caterham,18,0
2013,9,Chilton,Marussia,19,0
2013,9,Vergne,Toro Rosso,20,0
2013,9,Bianchi,Marussia,21,0
2013,9,Massa,Ferrari,22,0
2013,11,Vettel,Red Bull,1,25
2013,11,Alonso,Ferrari,2,18
2013,11,Hamilton,Mercedes,3,15
2013,11,Rosberg,Mercedes,4,12
2013,11,Webber,Red Bull,5,10
2013,11,Button,McLaren,6,8
2013,11,Massa,Ferrari,7,6
2013,11,Grosjean,Lotus F1,8,4
2013,11,Sutil,Force India,9,2
2013,11,Ricciardo,Toro Rosso,10,1
2013,11,Pérez,McLaren,11,0
2013,11,Vergne,Toro Rosso,12,0
2013,11,Hülkenberg,Sauber,13,0
2013,11,Gutiérrez,Sauber,14,0
2013,11,Bottas,Williams,15,0
2013,11,van der Garde,Caterham,16,0
2013,11,Maldonado,Williams,17,0
2013,11,Bianchi,Marussia,18,0
2013,11,Chilton,Marussia,19,0
2013,11,di Resta,Force India,20,0
2013,11,Räikkönen,Lotus F1,21,0
2013,11,Pic,Caterham,22,0
2013,17,Vettel,Red Bull,1,25
2013,17,Webber,Red Bull,2,18
2013,17,Rosberg,Mercedes,3,15
2013,17,Grosjean,Lotus F1,4,12
2013,17,Alonso,Ferrari,5,10
2013,17,di Resta,Force India,6,8
2013,17,Hamilton,Mercedes,7,6
2013,17,Massa,Ferrari,8,4
2013,17,Pérez,McLaren,9,2
2013,17,Sutil,Force India,10,1
2013,17,Maldonado,Williams,11,0
2013,17,Button,McLaren,12,0
2013,17,Gutiérrez,Sauber,13,0
2013,17,Hülkenberg,Sauber,14,0
2013,17,Bottas,Williams,15,0
2013,17,Ricciardo,Toro Rosso,16,0
2013,17,Vergne,Toro Rosso,17,0
2013,17,van der Garde,Caterham,18,0
2013,17,Pic,Caterham,19,0
2013,17,Bianchi,Marussia,20,0
2013,17,Chilton,Marussia,21,0
2013,17,Räikkönen,Lotus F1,22,0
2013,18,Vettel,Red Bull,1,25
2013,18,Grosjean,Lotus F1,2,18
2013,18,Webber,Red Bull,3,15
2013,18,Hamilton,Mercedes,4,12
2013,18,Alonso,Ferrari,5,10
2013,18,Hülkenberg,Sauber,6,8
2013,18,Pérez,McLaren,7,6
2013,18,Bottas,Williams,8,4
2013,18,Rosberg,Mercedes,9,2
2013,18,Button,McLaren,10,1
2013,18,Ricciardo,Toro Rosso,11,0
2013,18,Vergne,Toro Rosso,12,0
2013,18,Massa,Ferrari,13,0
2013,18,Gutiérrez,Sauber,14,0
2013,18,Kovalainen,Lotus F1,15,0
2013,18,di Resta,Force India,16,0
2013,18,Maldonado,Williams,17,0
2013,18,Bianchi,Marussia,18,0
2013,18,van der Garde,Caterham,19,0
2013,18,Pic,Caterham,20,0
2013,18,Chilton,Marussia,21,0
2013,18,Sutil,Force India,22,0
2013,15,Vettel,Red Bull,1,25
2013,15,Webber,Red Bull,2,18
2013,15,Grosjean,Lotus F1,3,15
2013,15,Alonso,Ferrari,4,12
2013,15,Räikkönen,Lotus F1,5,10
2013,15,Hülkenberg,Sauber,6,8
2013,15,Gutiérrez,Sauber,7,6
2013,15,Rosberg,Mercedes,8,4
2013,15,Button,McLaren,9,2
2013,15,Massa,Ferrari,10,1
2013,15,di Resta,Force India,11,0
2013,15,Vergne,Toro Rosso,12,0
2013,15,Ricciardo,Toro Rosso,13,0
2013,15,Sutil,Force India,14,0
2013,15,Pérez,McLaren,15,0
2013,15,Maldonado,Williams,16,0
2013,15,Bottas,Williams,17,0
2013,15,Pic,Caterham,18,0
2013,15,Chilton,Marussia,19,0
2013,15,Hamilton,Mercedes,20,0
2013,15,van der Garde,Caterham,21,0
2013,15,Bianchi,Marussia,22,0
2014,1,Rosberg,Mercedes,1,25
2014,1,Magnussen,McLaren,2,18
2014,1,Button,McLaren,3,15
2014,1,Alonso,Ferrari,4,12
2014,1,Bottas,Williams,5,10
2014,1,Hülkenberg,Force India,6,8
2014,1,Räikkönen,Ferrari,7,6
2014,1,Vergne,Toro Rosso,8,4
2014,1,Kvyat,Toro Rosso,9,2
2014,1,Pérez,Force India,10,1
2014,1,Sutil,Sauber,11,0
2014,1,Gutiérrez,Sauber,12,0
2014,1,Chilton,Marussia,13,0
2014,1,Bianchi,Marussia,14,0
2014,1,Grosjean,Lotus F1,15,0
2014,1,Maldonado,Lotus F1,16,0
2014,1,Ericsson,Caterham,17,0
2014,1,Vettel,Red Bull,18,0
2014,1,Hamilton,Mercedes,19,0
2014,1,Massa,Williams,20,0
2014,1,Kobayashi,Caterham,21,0
2014,1,Ricciardo,Red Bull,22,0
2014,2,Hamilton,Mercedes,1,25
2014,2,Rosberg,Mercedes,2,18
2014,2,Vettel,Red Bull,3,15
2014,2,Alonso,Ferrari,4,12
2014,2,Hülkenberg,Force India,5,10
2014,2,Button,McLaren,6,8
2014,2,Massa,Williams,7,6
2014,2,Bottas,Williams,8,4
2014,2,Magnussen,McLaren,9,2
2014,2,Kvyat,Toro Rosso,10,1
2014,2,Grosjean,Lotus F1,11,0
2014,2,Räikkönen,Ferrari,12,0
2014,2,Kobayashi,Caterham,13,0
2014,2,Ericsson,Caterham,14,0
2014,2,Chilton,Marussia,15,0
2014,2,Ricciardo,Red Bull,16,0
2014,2,Gutiérrez,Sauber,17,0
2014,2,Sutil,Sauber,18,0
2014,2,Vergne,Toro Rosso,19,0
2014,2,Bianchi,Marussia,20,0
2014,2,Maldonado,Lotus F1,21,0
2014,2,Pérez,Force India,22,0
2014,3,Hamilton,Mercedes,1,25
2014,3,Rosberg,Mercedes,2,18
2014,3,Pérez,Force India,3,15
2014,3,Ricciardo,Red Bull,4,12
2014,3,Hülkenberg,Force India,5,10
2014,3,Vettel,Red Bull,6,8
2014,3,Massa,Williams,7,6
2014,3,Bottas,Williams,8,4
2014,3,Alonso,Ferrari,9,2
2014,3,Räikkönen,Ferrari,10,1
2014,3,Kvyat,Toro Rosso,11,0
2014,3,Grosjean,Lotus F1,12,0
2014,3,Chilton,Marussia,13,0
2014,3,Maldonado,Lotus F1,14,0
2014,3,Kobayashi,Caterham,15,0
2014,3,Bianchi,Marussia,16,0
2014,3,Button,McLaren,17,0
2014,3,Magnussen,McLaren,18,0
2014,3,Gutiérrez,Sauber,19,0
2014,3,Ericsson,Caterham,20,0
2014,3,Vergne,Toro Rosso,21,0
2014,3,Sutil,Sauber,22,0
2013,16,Vettel,Red Bull,1,25
2013,16,Rosberg,Mercedes,2,18
2013,16,Grosjean,Lotus F1,3,15
2013,16,Massa,Ferrari,4,12
2013,16,Pérez,McLaren,5,10
2013,16,Hamilton,Mercedes,6,8
2013,16,Räikkönen,Lotus F1,7,6
2013,16,di Resta,Force India,8,4
2013,16,Sutil,Force India,9,2
2013,16,Ricciardo,Toro Rosso,10,1
2013,16,Alonso,Ferrari,11,0
2013,16,Maldonado,Williams,12,0
2013,16,Vergne,Toro Rosso,13,0
2013,16,Button,McLaren,14,0
2013,16,Gutiérrez,Sauber,15,0
2013,16,Bottas,Williams,16,0
2013,16,Chilton,Marussia,17,0
2013,16,Bianchi,Marussia,18,0
2013,16,Hülkenberg,Sauber,19,0
2013,16,Webber,Red Bull,20,0
2013,16,Pic,Caterham,21,0
2013,16,van der Garde,Caterham,22,0
2013,19,Vettel,Red Bull,1,25
2013,19,Webber,Red Bull,2,18
2013,19,Alonso,Ferrari,3,15
2013,19,Button,McLaren,4,12
2013,19,Rosberg,Mercedes,5,10
2013,19,Pérez,McLaren,6,8
2013,19,Massa,Ferrari,7,6
2013,19,Hülkenberg,Sauber,8,4
2013,19,Hamilton,Mercedes,9,2
2013,19,Ricciardo,Toro Rosso,10,1
2013,19,di Resta,Force India,11,0
2013,19,Gutiérrez,Sauber,12,0
2013,19,Sutil,Force India,13,0
2013,19,Kovalainen,Lotus F1,14,0
2013,19,Vergne,Toro Rosso,15,0
2013,19,Maldonado,Williams,16,0
2013,19,Bianchi,Marussia,17,0
2013,19,van der Garde,Caterham,18,0
2013,19,Chilton,Marussia,19,0
2013,19,Pic,Caterham,20,0
2013,19,Bottas,Williams,21,0
2013,19,Grosjean,Lotus F1,22,0
2014,4,Hamilton,Mercedes,1,25
2014,4,Rosberg,Mercedes,2,18
2014,4,Alonso,Ferrari,3,15
2014,4,Ricciardo,Red Bull,4,12
2014,4,Vettel,Red Bull,5,10
2014,4,Hülkenberg,Force India,6,8
2014,4,Bottas,Williams,7,6
2014,4,Räikkönen,Ferrari,8,4
2014,4,Pérez,Force India,9,2
2014,4,Kvyat,Toro Rosso,10,1
2014,4,Button,McLaren,11,0
2014,4,Vergne,Toro Rosso,12,0
2014,4,Magnussen,McLaren,13,0
2014,4,Maldonado,Lotus F1,14,0
2014,4,Massa,Williams,15,0
2014,4,Gutiérrez,Sauber,16,0
2014,4,Bianchi,Marussia,17,0
2014,4,Kobayashi,Caterham,18,0
2014,4,Chilton,Marussia,19,0
2014,4,Ericsson,Caterham,20,0
2014,4,Grosjean,Lotus F1,21,0
2014,4,Sutil,Sauber,22,0
2014,7,Ricciardo,Red Bull,1,25
2014,7,Rosberg,Mercedes,2,18
2014,7,Vettel,Red Bull,3,15
2014,7,Button,McLaren,4,12
2014,7,Hülkenberg,Force India,5,10
2014,7,Alonso,Ferrari,6,8
2014,7,Bottas,Williams,7,6
2014,7,Vergne,Toro Rosso,8,4
2014,7,Magnussen,McLaren,9,2
2014,7,Räikkönen,Ferrari,10,1
2014,7,Pérez,Force India,11,0
2014,7,Massa,Williams,12,0
2014,7,Sutil,Sauber,13,0
2014,7,Gutiérrez,Sauber,14,0
2014,7,Grosjean,Lotus F1,15,0
2014,7,Kvyat,Toro Rosso,16,0
2014,7,Hamilton,Mercedes,17,0
2014,7,Kobayashi,Caterham,18,0
2014,7,Maldonado,Lotus F1,19,0
2014,7,Ericsson,Caterham,20,0
2014,7,Chilton,Marussia,21,0
2014,7,Bianchi,Marussia,22,0
2014,8,Rosberg,Mercedes,1,25
2014,8,Hamilton,Mercedes,2,18
2014,8,Bottas,Williams,3,15
2014,8,Massa,Williams,4,12
2014,8,Alonso,Ferrari,5,10
2014,8,Pérez,Force India,6,8
2014,8,Magnussen,McLaren,7,6
2014,8,Ricciardo,Red Bull,8,4
2014,8,Hülkenberg,Force India,9,2
2014,8,Räikkönen,Ferrari,10,1
2014,8,Button,McLaren,11,0
2014,8,Maldonado,Lotus F1,12,0
2014,8,Sutil,Sauber,13,0
2014,8,Grosjean,Lotus F1,14,0
2014,8,Bianchi,Marussia,15,0
2014,8,Kobayashi,Caterham,16,0
2014,8,Chilton,Marussia,17,0
2014,8,Ericsson,Caterham,18,0
2014,8,Gutiérrez,Sauber,19,0
2014,8,Vergne,Toro Rosso,20,0
2014,8,Vettel,Red Bull,21,0
2014,8,Kvyat,Toro Rosso,22,0
2014,9,Hamilton,Mercedes,1,25
2014,9,Bottas,Williams,2,18
2014,9,Ricciardo,Red Bull,3,15
2014,9,Button,McLaren,4,12
2014,9,Vettel,Red Bull,5,10
2014,9,Alonso,Ferrari,6,8
2014,9,Magnussen,McLaren,7,6
2014,9,Hülkenberg,Force India,8,4
2014,9,Kvyat,Toro Rosso,9,2
2014,9,Vergne,Toro Rosso,10,1
2014,9,Pérez,Force India,11,0
2014,9,Grosjean,Lotus F1,12,0
2014,9,Sutil,Sauber,13,0
2014,9,Bianchi,Marussia,14,0
2014,9,Kobayashi,Caterham,15,0
2014,9,Chilton,Marussia,16,0
2014,9,Maldonado,Lotus F1,17,0
2014,9,Rosberg,Mercedes,18,0
2014,9,Ericsson,Caterham,19,0
2014,9,Gutiérrez,Sauber,20,0
2014,9,Massa,Williams,21,0
2014,9,Räikkönen,Ferrari,22,0
2014,10,Rosberg,Mercedes,1,25
2014,10,Bottas,Williams,2,18
2014,10,Hamilton,Mercedes,3,15
2014,10,Vettel,Red Bull,4,12
2014,10,Alonso,Ferrari,5,10
2014,10,Ricciardo,Red Bull,6,8
2014,10,Hülkenberg,Force India,7,6
2014,10,Button,McLaren,8,4
2014,10,Magnussen,McLaren,9,2
2014,10,Pérez,Force India,10,1
2014,10,Räikkönen,Ferrari,11,0
2014,10,Maldonado,Lotus F1,12,0
2014,10,Vergne,Toro Rosso,13,0
2014,10,Gutiérrez,Sauber,14,0
2014,10,Bianchi,Marussia,15,0
2014,10,Kobayashi,Caterham,16,0
2014,10,Chilton,Marussia,17,0
2014,10,Ericsson,Caterham,18,0
2014,10,Sutil,Sauber,19,0
2014,10,Kvyat,Toro Rosso,20,0
2014,10,Grosjean,Lotus F1,21,0
2014,10,Massa,Williams,22,0
2014,11,Ricciardo,Red Bull,1,25
2014,11,Alonso,Ferrari,2,18
2014,11,Hamilton,Mercedes,3,15
2014,11,Rosberg,Mercedes,4,12
2014,11,Massa,Williams,5,10
2014,11,Räikkönen,Ferrari,6,8
2014,11,Vettel,Red Bull,7,6
2014,11,Bottas,Williams,8,4
2014,11,Vergne,Toro Rosso,9,2
2014,11,Button,McLaren,10,1
2014,11,Sutil,Sauber,11,0
2014,11,Magnussen,McLaren,12,0
2014,11,Maldonado,Lotus F1,13,0
2014,11,Kvyat,Toro Rosso,14,0
2014,11,Bianchi,Marussia,15,0
2014,11,Chilton,Marussia,16,0
2014,11,Gutiérrez,Sauber,17,0
2014,11,Kobayashi,Caterham,18,0
2014,11,Pérez,Force India,19,0
2014,11,Hülkenberg,Force India,20,0
2014,11,Grosjean,Lotus F1,21,0
2014,11,Ericsson,Caterham,22,0
2014,6,Rosberg,Mercedes,1,25
2014,6,Hamilton,Mercedes,2,18
2014,6,Ricciardo,Red Bull,3,15
2014,6,Alonso,Ferrari,4,12
2014,6,Hülkenberg,Force India,5,10
2014,6,Button,McLaren,6,8
2014,6,Massa,Williams,7,6
2014,6,Grosjean,Lotus F1,8,4
2014,6,Bianchi,Marussia,9,2
2014,6,Magnussen,McLaren,10,1
2014,6,Ericsson,Caterham,11,0
2014,6,Räikkönen,Ferrari,12,0
2014,6,Kobayashi,Caterham,13,0
2014,6,Chilton,Marussia,14,0
2014,6,Gutiérrez,Sauber,15,0
2014,6,Bottas,Williams,16,0
2014,6,Vergne,Toro Rosso,17,0
2014,6,Sutil,Sauber,18,0
2014,6,Kvyat,Toro Rosso,19,0
2014,6,Vettel,Red Bull,20,0
2014,6,Pérez,Force India,21,0
2014,6,Maldonado,Lotus F1,22,0
2015,13,Vettel,Ferrari,1,25
2015,13,Ricciardo,Red Bull,2,18
2015,13,Räikkönen,Ferrari,3,15
2015,13,Rosberg,Mercedes,4,12
2015,13,Bottas,Williams,5,10
2015,13,Kvyat,Red Bull,6,8
2015,13,Pérez,Force India,7,6
2015,13,Verstappen,Toro Rosso,8,4
2015,13,Sainz,Toro Rosso,9,2
2015,13,Nasr,Sauber,10,1
2015,13,Ericsson,Sauber,11,0
2015,13,Maldonado,Lotus F1,12,0
2015,13,Grosjean,Lotus F1,13,0
2015,13,Rossi,Manor Marussia,14,0
2015,13,Stevens,Manor Marussia,15,0
2015,13,Button,McLaren,16,0
2015,13,Alonso,McLaren,17,0
2015,13,Hamilton,Mercedes,18,0
2015,13,Massa,Williams,19,0
2015,13,Hülkenberg,Force India,20,0
2015,14,Hamilton,Mercedes,1,25
2015,14,Rosberg,Mercedes,2,18
2015,14,Vettel,Ferrari,3,15
2015,14,Räikkönen,Ferrari,4,12
2015,14,Bottas,Williams,5,10
2015,14,Hülkenberg,Force India,6,8
2015,14,Grosjean,Lotus F1,7,6
2015,14,Maldonado,Lotus F1,8,4
2015,14,Verstappen,Toro Rosso,9,2
2015,14,Sainz,Toro Rosso,10,1
2015,14,Alonso,McLaren,11,0
2015,14,Pérez,Force India,12,0
2015,14,Kvyat,Red Bull,13,0
2015,14,Ericsson,Sauber,14,0
2015,14,Ricciardo,Red Bull,15,0
2015,14,Button,McLaren,16,0
2015,14,Massa,Williams,17,0
2015,14,Rossi,Manor Marussia,18,0
2015,14,Stevens,Manor Marussia,19,0
2015,14,Nasr,Sauber,20,0
2015,15,Hamilton,Mercedes,1,25
2015,15,Vettel,Ferrari,2,18
2015,15,Pérez,Force India,3,15
2015,15,Massa,Williams,4,12
2015,15,Kvyat,Red Bull,5,10
2015,15,Nasr,Sauber,6,8
2015,15,Maldonado,Lotus F1,7,6
2015,15,Räikkönen,Ferrari,8,4
2015,15,Button,McLaren,9,2
2015,15,Verstappen,Toro Rosso,10,1
2015,15,Alonso,McLaren,11,0
2015,15,Bottas,Williams,12,0
2015,15,Merhi,Manor Marussia,13,0
2015,15,Stevens,Manor Marussia,14,0
2015,15,Ricciardo,Red Bull,15,0
2015,15,Sainz,Toro Rosso,16,0
2015,15,Grosjean,Lotus F1,17,0
2015,15,Rosberg,Mercedes,18,0
2015,15,Hülkenberg,Force India,19,0
2015,15,Ericsson,Sauber,20,0
2015,11,Hamilton,Mercedes,1,25
2015,11,Rosberg,Mercedes,2,18
2015,11,Grosjean,Lotus F1,3,15
2015,11,Kvyat,Red Bull,4,12
2015,11,Pérez,Force India,5,10
2015,11,Massa,Williams,6,8
2015,11,Räikkönen,Ferrari,7,6
2015,11,Verstappen,Toro Rosso,8,4
2015,11,Bottas,Williams,9,2
2015,11,Ericsson,Sauber,10,1
2015,11,Nasr,Sauber,11,0
2015,11,Vettel,Ferrari,12,0
2015,11,Alonso,McLaren,13,0
2015,11,Button,McLaren,14,0
2015,11,Merhi,Manor Marussia,15,0
2015,11,Stevens,Manor Marussia,16,0
2015,11,Sainz,Toro Rosso,17,0
2015,11,Ricciardo,Red Bull,18,0
2015,11,Maldonado,Lotus F1,19,0
2015,11,Hülkenberg,Force India,20,0
2015,17,Rosberg,Mercedes,1,25
2015,17,Hamilton,Mercedes,2,18
2015,17,Bottas,Williams,3,15
2015,17,Kvyat,Red Bull,4,12
2015,17,Ricciardo,Red Bull,5,10
2015,17,Massa,Williams,6,8
2015,17,Hülkenberg,Force India,7,6
2015,17,Pérez,Force India,8,4
2015,17,Verstappen,Toro Rosso,9,2
2015,17,Grosjean,Lotus F1,10,1
2015,17,Maldonado,Lotus F1,11,0
2015,17,Ericsson,Sauber,12,0
2015,17,Sainz,Toro Rosso,13,0
2015,17,Button,McLaren,14,0
2015,17,Rossi,Manor Marussia,15,0
2015,17,Stevens,Manor Marussia,16,0
2015,17,Nasr,Sauber,17,0
2015,17,Vettel,Ferrari,18,0
2015,17,Räikkönen,Ferrari,19,0
2015,17,Alonso,McLaren,20,0
2015,16,Hamilton,Mercedes,1,25
2015,16,Rosberg,Mercedes,2,18
2015,16,Vettel,Ferrari,3,15
2015,16,Verstappen,Toro Rosso,4,12
2015,16,Pérez,Force India,5,10
2015,16,Button,McLaren,6,8
2015,16,Sainz,Toro Rosso,7,6
2015,16,Maldonado,Lotus F1,8,4
2015,16,Nasr,Sauber,9,2
2015,16,Ricciardo,Red Bull,10,1
2015,16,Alonso,McLaren,11,0
2015,16,Rossi,Manor Marussia,12,0
2015,16,Kvyat,Red Bull,13,0
2015,16,Hülkenberg,Force India,14,0
2015,16,Ericsson,Sauber,15,0
2015,16,Räikkönen,Ferrari,16,0
2015,16,Massa,Williams,17,0
2015,16,Grosjean,Lotus F1,18,0
2015,16,Bottas,Williams,19,0
2015,16,Stevens,Manor Marussia,20,0
2015,19,Rosberg,Mercedes,1,25
2015,19,Hamilton,Mercedes,2,18
2015,19,Räikkönen,Ferrari,3,15
2015,19,Vettel,Ferrari,4,12
2015,19,Pérez,Force India,5,10
2015,19,Ricciardo,Red Bull,6,8
2015,19,Hülkenberg,Force India,7,6
2015,19,Massa,Williams,8,4
2015,19,Grosjean,Lotus F1,9,2
2015,19,Kvyat,Red Bull,10,1
2015,19,Sainz,Toro Rosso,11,0
2015,19,Button,McLaren,12,0
2015,19,Bottas,Williams,13,0
2015,19,Ericsson,Sauber,14,0
2015,19,Nasr,Sauber,15,0
2015,19,Verstappen,Toro Rosso,16,0
2015,19,Alonso,McLaren,17,0
2015,19,Stevens,Manor Marussia,18,0
2015,19,Merhi,Manor Marussia,19,0
2015,19,Maldonado,Lotus F1,20,0
2015,18,Rosberg,Mercedes,1,25
2015,18,Hamilton,Mercedes,2,18
2015,18,Vettel,Ferrari,3,15
2015,18,Räikkönen,Ferrari,4,12
2015,18,Bottas,Williams,5,10
2015,18,Hülkenberg,Force India,6,8
2015,18,Kvyat,Red Bull,7,6
2015,18,Grosjean,Lotus F1,8,4
2015,18,Verstappen,Toro Rosso,9,2
2015,18,Maldonado,Lotus F1,10,1
2015,18,Ricciardo,Red Bull,11,0
2015,18,Pérez,Force India,12,0
2015,18,Nasr,Sauber,13,0
2015,18,Button,McLaren,14,0
2015,18,Alonso,McLaren,15,0
2015,18,Ericsson,Sauber,16,0
2015,18,Stevens,Manor Marussia,17,0
2015,18,Rossi,Manor Marussia,18,0
2015,18,Sainz,Toro Rosso,19,0
2015,18,Massa,Williams,20,0
2016,2,Rosberg,Mercedes,1,25
2016,2,Räikkönen,Ferrari,2,18
2016,2,Hamilton,Mercedes,3,15
2016,2,Ricciardo,Red Bull,4,12
2016,2,Grosjean,Haas F1 Team,5,10
2016,2,Verstappen,Toro Rosso,6,8
2016,2,Kvyat,Red Bull,7,6
2016,2,Massa,Williams,8,4
2016,2,Bottas,Williams,9,2
2016,2,Vandoorne,McLaren,10,1
2016,2,Magnussen,Renault,11,0
2016,2,Ericsson,Sauber,12,0
2016,2,Wehrlein,Manor Marussia,13,0
2016,2,Nasr,Sauber,14,0
2016,2,Hülkenberg,Force India,15,0
2016,2,Pérez,Force India,16,0
2016,2,Haryanto,Manor Marussia,17,0
2016,2,Sainz,Toro Rosso,18,0
2016,2,Gutiérrez,Haas F1 Team,19,0
2016,2,Button,McLaren,20,0
2016,2,Vettel,Ferrari,21,0
2016,2,Palmer,Renault,22,0
2016,1,Rosberg,Mercedes,1,25
2016,1,Hamilton,Mercedes,2,18
2016,1,Vettel,Ferrari,3,15
2016,1,Ricciardo,Red Bull,4,12
2016,1,Massa,Williams,5,10
2016,1,Grosjean,Haas F1 Team,6,8
2016,1,Hülkenberg,Force India,7,6
2016,1,Bottas,Williams,8,4
2016,1,Sainz,Toro Rosso,9,2
2016,1,Verstappen,Toro Rosso,10,1
2016,1,Palmer,Renault,11,0
2016,1,Magnussen,Renault,12,0
2016,1,Pérez,Force India,13,0
2016,1,Button,McLaren,14,0
2016,1,Nasr,Sauber,15,0
2016,1,Wehrlein,Manor Marussia,16,0
2016,1,Ericsson,Sauber,17,0
2016,1,Räikkönen,Ferrari,18,0
2016,1,Haryanto,Manor Marussia,19,0
2016,1,Gutiérrez,Haas F1 Team,20,0
2016,1,Alonso,McLaren,21,0
2016,1,Kvyat,Red Bull,22,0
2016,4,Rosberg,Mercedes,1,25
2016,4,Hamilton,Mercedes,2,18
2016,4,Räikkönen,Ferrari,3,15
2016,4,Bottas,Williams,4,12
2016,4,Massa,Williams,5,10
2016,4,Alonso,McLaren,6,8
2016,4,Magnussen,Renault,7,6
2016,4,Grosjean,Haas F1 Team,8,4
2016,4,Pérez,Force India,9,2
2016,4,Button,McLaren,10,1
2016,4,Ricciardo,Red Bull,11,0
2016,4,Sainz,Toro Rosso,12,0
2016,4,Palmer,Renault,13,0
2016,4,Ericsson,Sauber,14,0
2016,4,Kvyat,Red Bull,15,0
2016,4,Nasr,Sauber,16,0
2016,4,Gutiérrez,Haas F1 Team,17,0
2016,4,Wehrlein,Manor Marussia,18,0
2016,4,Verstappen,Toro Rosso,19,0
2016,4,Vettel,Ferrari,20,0
2016,4,Hülkenberg,Force India,21,0
2016,4,Haryanto,Manor Marussia,22,0
2016,3,Rosberg,Mercedes,1,25
2016,3,Vettel,Ferrari,2,18
2016,3,Kvyat,Red Bull,3,15
2016,3,Ricciardo,Red Bull,4,12
2016,3,Räikkönen,Ferrari,5,10
2016,3,Massa,Williams,6,8
2016,3,Hamilton,Mercedes,7,6
2016,3,Verstappen,Toro Rosso,8,4
2016,3,Sainz,Toro Rosso,9,2
2016,3,Bottas,Williams,10,1
2016,3,Pérez,Force India,11,0
2016,3,Alonso,McLaren,12,0
2016,3,Button,McLaren,13,0
2016,3,Gutiérrez,Haas F1 Team,14,0
2016,3,Hülkenberg,Force India,15,0
2016,3,Ericsson,Sauber,16,0
2016,3,Magnussen,Renault,17,0
2016,3,Wehrlein,Manor Marussia,18,0
2016,3,Grosjean,Haas F1 Team,19,0
2016,3,Nasr,Sauber,20,0
2016,3,Haryanto,Manor Marussia,21,0
2016,3,Palmer,Renault,22,0
2016,6,Hamilton,Mercedes,1,25
2016,6,Ricciardo,Red Bull,2,18
2016,6,Pérez,Force India,3,15
2016,6,Vettel,Ferrari,4,12
2016,6,Alonso,McLaren,5,10
2016,6,Hülkenberg,Force India,6,8
2016,6,Rosberg,Mercedes,7,6
2016,6,Sainz,Toro Rosso,8,4
2016,6,Button,McLaren,9,2
2016,6,Massa,Williams,10,1
2016,6,Gutiérrez,Haas F1 Team,11,0
2016,6,Bottas,Williams,12,0
2016,6,Grosjean,Haas F1 Team,13,0
2016,6,Wehrlein,Manor Marussia,14,0
2016,6,Haryanto,Manor Marussia,15,0
2016,6,Ericsson,Sauber,16,0
2016,6,Nasr,Sauber,17,0
2016,6,Verstappen,Red Bull,18,0
2016,6,Magnussen,Renault,19,0
2016,6,Kvyat,Toro Rosso,20,0
2016,6,Räikkönen,Ferrari,21,0
2016,6,Palmer,Renault,22,0
2016,5,Verstappen,Red Bull,1,25
2016,5,Räikkönen,Ferrari,2,18
2016,5,Vettel,Ferrari,3,15
2016,5,Ricciardo,Red Bull,4,12
2016,5,Bottas,Williams,5,10
2016,5,Sainz,Toro Rosso,6,8
2016,5,Pérez,Force India,7,6
2016,5,Massa,Williams,8,4
2016,5,Button,McLaren,9,2
2016,5,Kvyat,Toro Rosso,10,1
2016,5,Gutiérrez,Haas F1 Team,11,0
2016,5,Ericsson,Sauber,12,0
2016,5,Palmer,Renault,13,0
2016,5,Magnussen,Renault,14,0
2016,5,Nasr,Sauber,15,0
2016,5,Wehrlein,Manor Marussia,16,0
2016,5,Haryanto,Manor Marussia,17,0
2016,5,Grosjean,Haas F1 Team,18,0
2016,5,Alonso,McLaren,19,0
2016,5,Hülkenberg,Force India,20,0
2016,5,Hamilton,Mercedes,21,0
2016,5,Rosberg,Mercedes,22,0
2016,7,Hamilton,Mercedes,1,25
2016,7,Vettel,Ferrari,2,18
2016,7,Bottas,Williams,3,15
2016,7,Verstappen,Red Bull,4,12
2016,7,Rosberg,Mercedes,5,10
2016,7,Räikkönen,Ferrari,6,8
2016,7,Ricciardo,Red Bull,7,6
2016,7,Hülkenberg,Force India,8,4
2016,7,Sainz,Toro Rosso,9,2
2016,7,Pérez,Force India,10,1
2016,7,Alonso,McLaren,11,0
2016,7,Kvyat,Toro Rosso,12,0
2016,7,Gutiérrez,Haas F1 Team,13,0
2016,7,Grosjean,Haas F1 Team,14,0
2016,7,Ericsson,Sauber,15,0
2016,7,Magnussen,Renault,16,0
2016,7,Wehrlein,Manor Marussia,17,0
2016,7,Nasr,Sauber,18,0
2016,7,Haryanto,Manor Marussia,19,0
2016,7,Massa,Williams,20,0
2016,7,Palmer,Renault,21,0
2016,7,Button,McLaren,22,0
2016,8,Rosberg,Mercedes,1,25
2016,8,Vettel,Ferrari,2,18
2016,8,Pérez,Force India,3,15
2016,8,Räikkönen,Ferrari,4,12
2016,8,Hamilton,Mercedes,5,10
2016,8,Bottas,Williams,6,8
2016,8,Ricciardo,Red Bull,7,6
2016,8,Verstappen,Red Bull,8,4
2016,8,Hülkenberg,Force India,9,2
